"wave_id","city","parity_layer","source_name","source_url","source_type","city_specific","provenance_status","authentication_status","replay_status","saturation_status","eligible_for_lock","notes"
"20260511_213445","Long Beach","city_boundary","Profile GIS","https://longbeachca.maps.arcgis.com/","official_gis_portal","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213445","Long Beach","neighborhoods_or_districts","Profile GIS","https://longbeachca.maps.arcgis.com/","official_gis_portal","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213445","Long Beach","council_districts","Profile council","https://www.longbeach.gov/citycouncil/","official_city_governance","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213445","Long Beach","police_beats_or_reporting_districts","Profile police","https://www.longbeach.gov/police/","official_public_safety","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213445","Long Beach","fire_stations_or_service_areas","Profile fire","https://www.longbeach.gov/fire/","official_public_safety","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213445","Long Beach","parcels_or_zoning","Profile permits","https://www.longbeach.gov/lbcd/","official_planning_permits","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213445","Long Beach","streets_or_transport_corridors","Profile public works","https://www.longbeach.gov/pw/","official_public_works","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213445","Long Beach","public_facilities","Profile GIS","https://longbeachca.maps.arcgis.com/","official_gis_portal","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213445","Long Beach","parks","Profile parks","https://www.longbeach.gov/park/","official_parks","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213445","Long Beach","schools","Profile schools","https://www.lbschools.net/","official_school_district","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213445","Long Beach","public_safety_incidents_or_calls","Profile open data","https://data.longbeach.gov/","official_open_data","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213445","Long Beach","permits_or_code_enforcement","Profile permits","https://www.longbeach.gov/lbcd/","official_planning_permits","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213445","Long Beach","civic_governance","Profile council","https://www.longbeach.gov/citycouncil/","official_city_governance","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213445","Long Beach","public_works_or_infrastructure","Profile public works","https://www.longbeach.gov/pw/","official_public_works","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213445","Oakland","city_boundary","Profile GIS","https://oaklandca.maps.arcgis.com/","official_gis_portal","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213445","Oakland","neighborhoods_or_districts","Profile GIS","https://oaklandca.maps.arcgis.com/","official_gis_portal","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213445","Oakland","council_districts","Profile council","https://www.oaklandca.gov/departments/city-council","official_city_governance","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213445","Oakland","police_beats_or_reporting_districts","Profile police","https://www.oaklandca.gov/departments/police","official_public_safety","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213445","Oakland","fire_stations_or_service_areas","Profile fire","https://www.oaklandca.gov/departments/fire","official_public_safety","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213445","Oakland","parcels_or_zoning","Profile permits","https://www.oaklandca.gov/departments/planning-and-building","official_planning_permits","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213445","Oakland","streets_or_transport_corridors","Profile public works","https://www.oaklandca.gov/departments/transportation","official_public_works","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213445","Oakland","public_facilities","Profile GIS","https://oaklandca.maps.arcgis.com/","official_gis_portal","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213445","Oakland","parks","Profile parks","https://www.oaklandca.gov/departments/parks-recreation-youth-development","official_parks","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213445","Oakland","schools","Profile schools","https://www.ousd.org/","official_school_district","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213445","Oakland","public_safety_incidents_or_calls","Profile open data","https://data.oaklandca.gov/","official_open_data","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213445","Oakland","permits_or_code_enforcement","Profile permits","https://www.oaklandca.gov/departments/planning-and-building","official_planning_permits","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213445","Oakland","civic_governance","Profile council","https://www.oaklandca.gov/departments/city-council","official_city_governance","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213445","Oakland","public_works_or_infrastructure","Profile public works","https://www.oaklandca.gov/departments/transportation","official_public_works","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213445","San Francisco","city_boundary","Profile GIS","https://data.sfgov.org/","official_gis_portal","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213445","San Francisco","neighborhoods_or_districts","Profile GIS","https://data.sfgov.org/","official_gis_portal","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213445","San Francisco","council_districts","Profile council","https://sfbos.org/","official_city_governance","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213445","San Francisco","police_beats_or_reporting_districts","Profile police","https://www.sanfranciscopolice.org/","official_public_safety","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213445","San Francisco","fire_stations_or_service_areas","Profile fire","https://sf-fire.org/","official_public_safety","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213445","San Francisco","parcels_or_zoning","Profile permits","https://sfplanning.org/","official_planning_permits","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213445","San Francisco","streets_or_transport_corridors","Profile public works","https://sfpublicworks.org/","official_public_works","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213445","San Francisco","public_facilities","Profile GIS","https://data.sfgov.org/","official_gis_portal","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213445","San Francisco","parks","Profile parks","https://sfrecpark.org/","official_parks","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213445","San Francisco","schools","Profile schools","https://www.sfusd.edu/","official_school_district","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213445","San Francisco","public_safety_incidents_or_calls","Profile open data","https://data.sfgov.org/","official_open_data","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213445","San Francisco","permits_or_code_enforcement","Profile permits","https://sfplanning.org/","official_planning_permits","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213445","San Francisco","civic_governance","Profile council","https://sfbos.org/","official_city_governance","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213445","San Francisco","public_works_or_infrastructure","Profile public works","https://sfpublicworks.org/","official_public_works","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213445","Atlanta","city_boundary","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail | strict_validator_fail | strict_validator_fail | strict_validator_fail"
"20260511_213445","Atlanta","neighborhoods_or_districts","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail | strict_validator_fail | strict_validator_fail | strict_validator_fail"
"20260511_213445","Atlanta","council_districts","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail | strict_validator_fail | strict_validator_fail | strict_validator_fail"
"20260511_213445","Atlanta","police_beats_or_reporting_districts","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail | strict_validator_fail | strict_validator_fail | strict_validator_fail"
"20260511_213445","Atlanta","fire_stations_or_service_areas","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail | strict_validator_fail | strict_validator_fail | strict_validator_fail"
"20260511_213445","Atlanta","parcels_or_zoning","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail | strict_validator_fail | strict_validator_fail | strict_validator_fail"
"20260511_213445","Atlanta","streets_or_transport_corridors","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail | strict_validator_fail | strict_validator_fail | strict_validator_fail"
"20260511_213445","Atlanta","public_facilities","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail | strict_validator_fail | strict_validator_fail | strict_validator_fail"
"20260511_213445","Atlanta","parks","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail | strict_validator_fail | strict_validator_fail | strict_validator_fail"
"20260511_213445","Atlanta","schools","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail | strict_validator_fail | strict_validator_fail | strict_validator_fail"
"20260511_213445","Atlanta","public_safety_incidents_or_calls","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail | strict_validator_fail | strict_validator_fail | strict_validator_fail"
"20260511_213445","Atlanta","permits_or_code_enforcement","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail | strict_validator_fail | strict_validator_fail | strict_validator_fail"
"20260511_213445","Atlanta","civic_governance","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail | strict_validator_fail | strict_validator_fail | strict_validator_fail"
"20260511_213445","Atlanta","public_works_or_infrastructure","","","","pending","pending","pending","pending","strict_validation_failed","false","Needs verified city-local parity source. | strict_validator_fail | strict_validator_fail | strict_validator_fail | strict_validator_fail"
